ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
STRG.11686.1_ORF_3	2171	-	1	1367	1146	222	1.099	0.183428780901929	2.22044604925031e-16
STRG.11686.1_ORF_4	2171	+	3	651	869	219	0.9351	-0.111001837295961	2.22044604925031e-16
STRG.11686.1_ORF_5	2171	+	1	1486	1680	195	0.474	-0.110513180967843	2.22044604925031e-16
STRG.11687.1_ORF_1	2818	+	1	958	1518	561	1.0213	0.164900392833083	2.22044604925031e-16
STRG.11687.1_ORF_2	2818	-	3	1406	945	462	0.8543	-0.180277366685186	2.22044604925031e-16
STRG.11687.1_ORF_3	2818	+	2	1700	2053	354	1.0396	0.288578956825854	2.22044604925031e-16
STRG.11687.1_ORF_4	2818	+	3	2058	2363	306	1.1747	0.403466160121039	2.22044604925031e-16
STRG.11687.1_ORF_5	2818	+	3	1461	1703	243	0.8466	-0.0719149314876501	2.22044604925031e-16
STRG.11691.1_ORF_1	3330	+	1	10	3177	3168	1.143	0.437393193170066	0.999999999599839
STRG.11691.1_ORF_2	3330	-	1	417	1	417	0.6859	-0.13113872531885	2.22044604925031e-16
STRG.11691.1_ORF_3	3330	+	3	2172	2558	387	1.0667	0.0640919590718685	2.22044604925031e-16
STRG.11691.1_ORF_4	3330	-	1	894	577	318	1.0188	0.115647285411339	2.22044604925031e-16
STRG.11691.1_ORF_5	3330	-	2	251	3	249	0.7323	-0.169500232837037	2.22044604925031e-16
STRG.11565.1_ORF_1	2464	+	3	12	1985	1974	1.209	0.603645647993103	2.22044604925031e-16
STRG.11565.1_ORF_2	2464	+	1	565	981	417	1.2405	-0.0617631934387299	2.22044604925031e-16
STRG.11565.1_ORF_3	2464	+	1	106	315	210	1.2706	0.102062112246509	2.22044604925031e-16
STRG.11565.1_ORF_4	2464	+	1	2257	2430	174	0.3473	-0.196480944735982	2.22044604925031e-16
STRG.11565.1_ORF_5	2464	+	1	1828	1998	171	1.1419	-0.283802970893785	2.22044604925031e-16
STRG.11617.2_ORF_1	1631	+	1	157	1221	1065	1.2341	0.529283584180579	2.22044604925031e-16
STRG.11617.2_ORF_2	1631	+	3	309	770	462	1.2307	0.110954395039904	2.22044604925031e-16
STRG.11617.2_ORF_3	1631	-	3	717	262	456	1.1669	-0.187555562658802	2.22044604925031e-16
STRG.11617.2_ORF_4	1631	-	2	1027	767	261	0.9829	0.125498891196308	2.22044604925031e-16
STRG.11617.2_ORF_5	1631	+	2	467	721	255	1.159	-0.0610026312883331	2.22044604925031e-16
STRG.11983.2_ORF_1	801	+	3	18	722	705	1.0925	0.417539402066307	0.27783448737175
STRG.11983.2_ORF_2	801	-	1	372	151	222	0.8842	0.0460553530348976	2.22044604925031e-16
STRG.11983.2_ORF_3	801	-	1	714	514	201	1.2213	0.289733449345871	2.22044604925031e-16
STRG.11983.2_ORF_4	801	-	2	503	423	81	0.6363	-0.127303047151336	2.22044604925031e-16
STRG.11983.2_ORF_5	801	+	1	565	642	78	1.1372	0.117977235321493	2.22044604925031e-16
STRG.11987.1_ORF_1	2072	-	2	1909	1676	234	1.1313	0.0650725501330735	2.22044604925031e-16
STRG.11987.1_ORF_2	2072	-	1	1757	1599	159	1.2191	0.248375496862489	2.22044604925031e-16
STRG.11987.1_ORF_3	2072	+	1	34	189	156	1.2032	0.0823734156065183	2.22044604925031e-16
STRG.11987.1_ORF_4	2072	-	1	152	3	150	0.9733	0.137477194667619	2.22044604925031e-16
STRG.11987.1_ORF_5	2072	+	1	1651	1791	141	1.3128	0.145660895794481	2.22044604925031e-16
STRG.11987.2_ORF_1	891	-	2	728	495	234	1.1313	0.0650725501330735	2.22044604925031e-16
STRG.11987.2_ORF_2	891	-	1	576	418	159	1.2191	0.248375496862489	2.22044604925031e-16
STRG.11987.2_ORF_3	891	+	1	34	189	156	1.2032	0.0823734156065183	2.22044604925031e-16
STRG.11987.2_ORF_4	891	-	2	152	3	150	0.9733	0.137477194667619	2.22044604925031e-16
STRG.11987.2_ORF_5	891	+	2	470	610	141	1.3128	0.145660895794481	2.22044604925031e-16
STRG.11987.3_ORF_1	910	-	2	747	514	234	1.1313	0.0650725501330735	2.22044604925031e-16
STRG.11987.3_ORF_2	910	-	1	595	437	159	1.2191	0.248375496862489	2.22044604925031e-16
STRG.11987.3_ORF_3	910	+	1	34	189	156	1.2032	0.0823734156065183	2.22044604925031e-16
STRG.11987.3_ORF_4	910	-	3	152	3	150	0.9733	0.137477194667619	2.22044604925031e-16
STRG.11987.3_ORF_5	910	+	3	489	629	141	1.3128	0.145660895794481	2.22044604925031e-16
STRG.12016.8_ORF_1	1463	+	1	94	1071	978	0.9786	0.340884140772347	2.22044604925031e-16
STRG.12016.8_ORF_2	1463	-	3	378	31	348	1.0212	-0.0329652265293114	2.22044604925031e-16
STRG.12016.8_ORF_3	1463	+	3	582	806	225	1.0141	-0.0256540580437051	2.22044604925031e-16
STRG.12016.8_ORF_4	1463	-	2	481	323	159	1.0114	0.216465120480983	2.22044604925031e-16
STRG.12016.8_ORF_5	1463	+	2	1049	1186	138	0.5801	-0.188712727182024	2.22044604925031e-16
STRG.12042.5_ORF_1	2143	+	2	11	1759	1749	1.0702	0.520993715934077	3.09423584505808e-11
STRG.12042.5_ORF_2	2143	-	1	397	119	279	1.0441	0.121721796585256	2.22044604925031e-16
STRG.12042.5_ORF_3	2143	-	2	1530	1276	255	1.0875	0.185027478969665	2.22044604925031e-16
STRG.12042.5_ORF_4	2143	+	3	51	272	222	1.1111	-0.110551181564459	2.22044604925031e-16
STRG.12042.5_ORF_5	2143	+	1	1756	1920	165	0.6095	-0.234742586907887	2.22044604925031e-16
STRG.12014.3_ORF_1	6818	+	2	194	6655	6462	0.9731	0.443577485940275	1
STRG.12014.3_ORF_2	6818	-	2	2449	1979	471	1.1085	0.080951030193838	2.22044604925031e-16
STRG.12014.3_ORF_3	6818	+	3	4035	4481	447	0.896	0.262983343353352	2.22044604925031e-16
STRG.12014.3_ORF_4	6818	+	3	2280	2711	432	0.8692	0.219926508523032	2.22044604925031e-16
STRG.12014.3_ORF_5	6818	-	2	3394	3002	393	1.0643	0.118903017816386	2.22044604925031e-16
STRG.12482.1_ORF_1	1089	+	2	2	886	885	0.6955	0.249839725200004	1.14777011876156e-06
STRG.12482.1_ORF_2	1089	+	3	498	701	204	0.5793	-0.163766229409795	2.22044604925031e-16
STRG.12482.1_ORF_3	1089	-	2	632	444	189	0.6315	0.123662612319957	2.22044604925031e-16
STRG.12482.1_ORF_4	1089	-	1	474	325	150	0.8917	0.045421335041959	2.22044604925031e-16
STRG.12482.1_ORF_5	1089	+	3	948	1070	123	0.4411	-0.410601348144645	2.22044604925031e-16
STRG.12482.2_ORF_1	1137	+	2	386	934	549	0.7201	0.279995146244115	2.22044604925031e-16
STRG.12482.2_ORF_2	1137	+	2	2	301	300	0.54	0.0640093901137412	2.22044604925031e-16
STRG.12482.2_ORF_3	1137	+	3	546	749	204	0.5793	-0.163766229409795	2.22044604925031e-16
STRG.12482.2_ORF_4	1137	-	2	680	492	189	0.6315	0.123662612319957	2.22044604925031e-16
STRG.12482.2_ORF_5	1137	-	1	522	373	150	0.8917	0.045421335041959	2.22044604925031e-16
STRG.12522.2_ORF_1	11695	+	3	90	11360	11271	0.8398	0.360439415284586	1
STRG.12522.2_ORF_2	11695	-	3	6959	6255	705	0.6866	-0.0409297979477478	2.22044604925031e-16
STRG.12522.2_ORF_3	11695	-	3	2549	2205	345	0.8781	0.0686222384590679	2.22044604925031e-16
STRG.12522.2_ORF_4	11695	+	1	7690	8007	318	1.1376	0.03505996185647	2.22044604925031e-16
STRG.12522.2_ORF_5	11695	-	1	7102	6803	300	0.7006	-0.0403786988873531	2.22044604925031e-16
STRG.12128.3_ORF_1	970	+	3	6	548	543	0.9997	0.356367712835764	2.22044604925031e-16
STRG.12128.3_ORF_2	970	+	1	520	777	258	1.0511	0.0930328349381441	2.22044604925031e-16
STRG.12128.3_ORF_3	970	+	2	599	808	210	0.862	-0.227194311848215	2.22044604925031e-16
STRG.12128.3_ORF_4	970	-	2	303	94	210	1.0373	0.00752321432848539	2.22044604925031e-16
STRG.12128.3_ORF_5	970	-	3	194	3	192	0.7829	-0.145039821014725	2.22044604925031e-16
STRG.12128.5_ORF_1	656	+	3	6	551	546	1.1119	0.392450871767567	0.00794471434265635
STRG.12128.5_ORF_2	656	-	3	303	94	210	1.0373	0.00752321432848539	2.22044604925031e-16
STRG.12128.5_ORF_3	656	-	1	194	3	192	0.7829	-0.145039821014725	2.22044604925031e-16
STRG.12128.5_ORF_4	656	+	1	193	324	132	0.903	0.217317287639291	2.22044604925031e-16
STRG.12128.5_ORF_5	656	+	1	541	654	114	0.9372	-0.0499277876231186	2.22044604925031e-16
STRG.12128.6_ORF_1	616	+	3	6	284	279	0.8737	0.383209583847095	2.22044604925031e-16
STRG.12128.6_ORF_2	616	+	2	281	511	231	1.1224	0.390870110108601	2.22044604925031e-16
STRG.12128.6_ORF_3	616	-	3	194	3	192	0.7829	-0.145039821014725	2.22044604925031e-16
STRG.12128.6_ORF_4	616	-	2	246	94	153	1.1168	-0.0278248223722393	2.22044604925031e-16
STRG.12128.6_ORF_5	616	+	3	501	614	114	0.9372	-0.0499277876231186	2.22044604925031e-16
STRG.12161.1_ORF_1	1840	+	1	166	1659	1494	0.7478	0.246155819691711	5.1376274111448e-11
STRG.12161.1_ORF_2	1840	-	2	1140	721	420	0.6391	-0.111170152729106	2.22044604925031e-16
STRG.12161.1_ORF_3	1840	-	3	593	294	300	0.5623	0.0138726806465385	2.22044604925031e-16
STRG.12161.1_ORF_4	1840	+	2	1484	1669	186	0.7657	0.0450073778222126	2.22044604925031e-16
STRG.12161.1_ORF_5	1840	-	2	1485	1315	171	0.85	-0.263994767440689	2.22044604925031e-16
STRG.12258.1_ORF_1	1265	+	3	39	1013	975	0.8572	0.0196702749151577	1.82809768255452e-11
STRG.12258.1_ORF_2	1265	-	2	622	398	225	0.6719	-0.0950060585967201	2.22044604925031e-16
STRG.12258.1_ORF_3	1265	-	2	865	722	144	0.9554	-0.0546869054584214	2.22044604925031e-16
STRG.12258.1_ORF_4	1265	-	3	552	409	144	0.7445	-0.126613160848016	2.22044604925031e-16
STRG.12258.1_ORF_5	1265	-	2	1126	1022	105	0.405	-0.405408247713206	2.22044604925031e-16
STRG.12261.2_ORF_1	1007	+	3	15	692	678	1.2133	0.601512503190879	3.32841575612466e-13
STRG.12261.2_ORF_2	1007	-	3	756	319	438	1.0349	0.000953685663310626	2.22044604925031e-16
STRG.12261.2_ORF_3	1007	-	1	299	54	246	1.3132	-0.146310920549855	2.22044604925031e-16
STRG.12261.2_ORF_4	1007	+	1	289	531	243	1.1174	-0.0516187713856532	2.22044604925031e-16
STRG.12261.2_ORF_5	1007	+	1	70	276	207	1.2968	0.0283254614276295	2.22044604925031e-16
STRG.12272.4_ORF_1	965	+	1	10	861	852	0.9584	0.492619438883252	0.305724913896088
STRG.12272.4_ORF_2	965	-	2	361	155	207	1.1422	0.0188180264984318	2.22044604925031e-16
STRG.12272.4_ORF_3	965	-	1	476	345	132	1.025	0.351409213650601	2.22044604925031e-16
STRG.12272.4_ORF_4	965	+	2	140	250	111	1.1794	-0.144169737504381	2.22044604925031e-16
STRG.12272.4_ORF_5	965	+	2	386	478	93	0.9288	0.081253144167646	2.22044604925031e-16
STRG.12207.1_ORF_1	1501	+	3	9	1106	1098	0.5828	0.0438451866681023	2.22044604925031e-16
STRG.12207.1_ORF_2	1501	-	3	1055	882	174	1.0257	0.172723721513956	2.22044604925031e-16
STRG.12207.1_ORF_3	1501	-	3	500	327	174	0.5161	0.12675697085562	2.22044604925031e-16
STRG.12207.1_ORF_4	1501	+	2	431	601	171	0.624	-0.108810183397417	2.22044604925031e-16
STRG.12207.1_ORF_5	1501	-	3	653	516	138	0.7382	-0.081935639151491	2.22044604925031e-16
STRG.12207.4_ORF_1	1765	+	3	9	1106	1098	0.5828	0.0438451866681023	2.22044604925031e-16
STRG.12207.4_ORF_2	1765	-	3	1055	882	174	1.0257	0.172723721513956	2.22044604925031e-16
STRG.12207.4_ORF_3	1765	-	3	500	327	174	0.5161	0.12675697085562	2.22044604925031e-16
STRG.12207.4_ORF_4	1765	+	2	431	601	171	0.624	-0.108810183397417	2.22044604925031e-16
STRG.12207.4_ORF_5	1765	-	2	1164	1012	153	0.6582	0.103532740097048	2.22044604925031e-16
STRG.12217.1_ORF_1	550	-	1	193	32	162	0.8123	0.115367331100695	2.22044604925031e-16
STRG.12217.1_ORF_2	550	-	2	456	295	162	1.0385	-0.171179699955298	2.22044604925031e-16
STRG.12320.1_ORF_1	787	+	1	52	723	672	0.9852	0.308203195630327	0.00989814715988623
STRG.12320.1_ORF_2	787	-	3	164	21	144	0.9351	-0.0358901914881804	2.22044604925031e-16
STRG.12320.1_ORF_3	787	-	1	331	191	141	0.8458	-0.0453544184319671	2.22044604925031e-16
STRG.12320.1_ORF_4	787	-	1	751	644	108	0.5823	-0.0674028653761904	2.22044604925031e-16
STRG.12320.1_ORF_5	787	+	2	266	349	84	0.7017	-0.296016711495247	2.22044604925031e-16
STRG.12322.1_ORF_1	2700	+	3	2484	2618	135	0.8658	0.0386579829518128	2.22044604925031e-16
STRG.12324.1_ORF_1	1388	+	3	3	1310	1308	0.6776	0.107062822964379	0.99726384194233
STRG.12324.1_ORF_2	1388	-	2	904	587	318	0.7781	0.0197843078126398	2.22044604925031e-16
STRG.12324.1_ORF_3	1388	+	1	787	915	129	0.9667	-0.0652829691447071	2.22044604925031e-16
STRG.12324.1_ORF_4	1388	-	3	918	799	120	0.7597	0.0712692396016002	2.22044604925031e-16
STRG.12324.1_ORF_5	1388	-	1	197	96	102	0.594	-0.135387557109862	2.22044604925031e-16
STRG.12367.3_ORF_1	1431	+	3	42	935	894	0.6597	0.410341348045512	2.22044604925031e-16
STRG.12367.3_ORF_2	1431	+	1	553	756	204	0.7493	0.167918592146492	2.22044604925031e-16
STRG.12367.3_ORF_3	1431	+	1	802	999	198	0.8661	-0.0935679630518242	2.22044604925031e-16
STRG.12367.3_ORF_4	1431	+	2	1196	1390	195	0.6062	-0.239379807926923	2.22044604925031e-16
STRG.12367.3_ORF_5	1431	-	1	177	1	177	1.0161	0.059467990730393	2.22044604925031e-16
STRG.12367.5_ORF_1	3125	+	2	1220	2629	1410	0.8179	0.372665239958345	2.22044604925031e-16
STRG.12367.5_ORF_2	3125	+	1	37	1272	1236	1.1316	0.370384060838529	2.22044604925031e-16
STRG.12367.5_ORF_3	3125	-	2	1324	947	378	0.885	-0.044877525773903	2.22044604925031e-16
STRG.12367.5_ORF_4	3125	-	1	1673	1413	261	1.066	0.134206800964054	2.22044604925031e-16
STRG.12367.5_ORF_5	3125	+	2	212	433	222	1.276	0.135702145497259	2.22044604925031e-16
STRG.12717.2_ORF_1	2713	+	1	4	1962	1959	1.0473	0.462402739380824	2.22044604925031e-16
STRG.12717.2_ORF_2	2713	+	2	509	760	252	1.0399	-0.0266474967326946	2.22044604925031e-16
STRG.12717.2_ORF_3	2713	+	2	962	1213	252	1.1669	-0.0953822583748385	2.22044604925031e-16
STRG.12717.2_ORF_4	2713	+	2	1319	1528	210	1.0178	-0.0749212902049405	2.22044604925031e-16
STRG.12717.2_ORF_5	2713	-	2	615	439	177	0.9642	-0.220270109531677	2.22044604925031e-16
STRG.12976.1_ORF_1	479	+	2	257	451	195	1.1604	-0.153340922076839	2.22044604925031e-16
STRG.13009.5_ORF_1	919	+	1	124	636	513	1.1378	0.426045762209274	2.22044604925031e-16
STRG.13009.5_ORF_2	919	-	2	297	91	207	0.8765	-0.0433650901963669	2.22044604925031e-16
STRG.13009.5_ORF_3	919	-	1	688	551	138	0.9007	0.0588299077639286	2.22044604925031e-16
STRG.13009.5_ORF_4	919	-	3	863	783	81	0.7002	-0.181980303121705	2.22044604925031e-16
STRG.13035.2_ORF_1	1943	+	1	73	1761	1689	0.8486	0.196667863645018	3.97897257891557e-05
STRG.13035.2_ORF_2	1943	+	3	1344	1622	279	0.8614	-0.0182166951764948	2.22044604925031e-16
STRG.13035.2_ORF_3	1943	-	1	521	273	249	0.8695	-0.00400442059883074	2.22044604925031e-16
STRG.13035.2_ORF_4	1943	-	1	782	564	219	1.0826	0.254820786776158	2.22044604925031e-16
STRG.13035.2_ORF_5	1943	-	1	230	27	204	0.6812	0.00936252558889899	2.22044604925031e-16
STRG.13096.1_ORF_1	1359	+	2	5	1330	1326	0.6957	0.195245093418001	0.999996621107699
STRG.13096.1_ORF_2	1359	+	1	1123	1359	237	0.908	0.0753902337822149	2.22044604925031e-16
STRG.13096.1_ORF_3	1359	+	3	771	995	225	0.951	0.0573832117051002	2.22044604925031e-16
STRG.13096.1_ORF_4	1359	+	3	648	767	120	0.852	0.00425220771447983	2.22044604925031e-16
STRG.13096.1_ORF_5	1359	-	2	902	786	117	0.711	-0.223811485583371	2.22044604925031e-16
STRG.12625.2_ORF_1	3417	+	1	1	3273	3273	0.9972	0.397103318411609	0.999999999982155
STRG.12625.2_ORF_2	3417	-	2	3095	2571	525	0.6559	-0.0256284958328888	2.22044604925031e-16
STRG.12625.2_ORF_3	3417	-	1	3318	3025	294	0.933	-0.0895913286521045	2.22044604925031e-16
STRG.12625.2_ORF_4	3417	+	2	2633	2908	276	1.0182	0.0217680884006891	2.22044604925031e-16
STRG.12625.2_ORF_5	3417	+	2	2204	2440	237	1.0169	-0.158724859909245	2.22044604925031e-16
STRG.12558.1_ORF_1	2068	+	1	1360	1725	366	0.6499	0.193993705302977	2.22044604925031e-16
STRG.12558.1_ORF_2	2068	-	3	1859	1593	267	0.6256	-0.0703631381207879	2.22044604925031e-16
STRG.12558.1_ORF_3	2068	+	3	960	1160	201	0.8767	0.208533098578465	2.22044604925031e-16
STRG.12558.1_ORF_4	2068	+	2	749	943	195	0.843	0.195473300813364	2.22044604925031e-16
STRG.12558.1_ORF_5	2068	+	3	1797	1967	171	1.0946	0.310897959421846	2.22044604925031e-16
STRG.12558.2_ORF_1	2132	+	2	1424	1789	366	0.6499	0.193993705302977	2.22044604925031e-16
STRG.12558.2_ORF_2	2132	-	3	1923	1657	267	0.6256	-0.0703631381207879	2.22044604925031e-16
STRG.12558.2_ORF_3	2132	+	1	1024	1224	201	0.8767	0.208533098578465	2.22044604925031e-16
STRG.12558.2_ORF_4	2132	+	2	749	943	195	0.843	0.195473300813364	2.22044604925031e-16
STRG.12558.2_ORF_5	2132	+	1	1861	2031	171	1.0946	0.310897959421846	2.22044604925031e-16
STRG.12570.1_ORF_1	380	-	2	217	2	216	0.6817	0.0624937935227374	1.03261495064245e-08
STRG.12570.1_ORF_2	380	+	2	218	379	162	0.8546	-0.135474411051642	1.84905104204614e-12
STRG.12570.1_ORF_3	380	-	1	197	51	147	0.7637	-0.0429684534554736	4.27928081362385e-13
STRG.12570.1_ORF_4	380	+	3	123	221	99	1.0675	0.233546211179477	2.22044604925031e-16
STRG.13698.1_ORF_1	1815	+	1	7	1656	1650	1.0642	0.273008030786499	0.761693353354745
STRG.13698.1_ORF_2	1815	-	2	1652	1455	198	0.7386	-0.00678674929689159	2.22044604925031e-16
STRG.13698.1_ORF_3	1815	-	2	203	60	144	0.8862	-0.0259810366137455	2.22044604925031e-16
STRG.13698.1_ORF_4	1815	+	3	1212	1352	141	0.9835	-0.0789810175080571	2.22044604925031e-16
STRG.13698.1_ORF_5	1815	-	1	1140	1012	129	1.1668	-0.0365829070763891	2.22044604925031e-16
STRG.13159.2_ORF_1	1058	+	3	66	761	696	0.9831	0.302339151607929	2.22044604925031e-16
STRG.13159.2_ORF_2	1058	-	3	411	163	249	0.9955	0.137181037435684	2.22044604925031e-16
STRG.13159.2_ORF_3	1058	+	1	157	333	177	1.0982	0.0449581456953217	2.22044604925031e-16
STRG.13159.2_ORF_4	1058	-	3	153	1	153	0.7093	0.0889510367715877	2.22044604925031e-16
STRG.13159.2_ORF_5	1058	-	2	787	638	150	0.6208	0.0450090994341417	2.22044604925031e-16
STRG.13159.3_ORF_1	350	+	1	79	264	186	0.8444	0.305583928246364	4.75362415533033e-08
STRG.13159.3_ORF_2	350	+	2	143	256	114	0.9079	-0.156954307882712	9.85197608755398e-14
STRG.13159.4_ORF_1	364	+	3	66	278	213	0.6882	0.209284931916185	1.44139847615195e-07
STRG.13159.4_ORF_2	364	-	2	153	1	153	0.7093	0.0889510367715877	1.73090141224021e-11
STRG.13159.4_ORF_3	364	+	1	157	270	114	0.9079	-0.156954307882712	2.22044604925031e-16
STRG.13160.1_ORF_1	713	-	1	464	216	249	0.5934	0.0963666411749923	2.22044604925031e-16
STRG.13160.1_ORF_2	713	+	3	513	713	201	0.8454	-0.234363006856654	2.22044604925031e-16
STRG.13160.1_ORF_3	713	-	2	640	464	177	1.1459	-0.182504415630146	2.22044604925031e-16
STRG.13160.1_ORF_4	713	-	2	355	182	174	0.7426	0.078760950607008	2.22044604925031e-16
STRG.13160.1_ORF_5	713	+	3	234	347	114	1.1114	0.542775827937312	2.22044604925031e-16
STRG.13198.2_ORF_1	2792	+	2	839	2674	1836	1.0074	0.296151655221579	2.22044604925031e-16
STRG.13198.2_ORF_2	2792	-	1	1457	1251	207	0.7353	-0.104242225023709	2.22044604925031e-16
STRG.13198.2_ORF_3	2792	+	3	576	755	180	0.4673	-0.168619082937105	2.22044604925031e-16
STRG.13198.2_ORF_4	2792	-	2	2410	2258	153	1.177	0.174427438587084	2.22044604925031e-16
STRG.13198.2_ORF_5	2792	-	1	299	153	147	0.8255	-0.141711512525271	2.22044604925031e-16
STRG.13198.3_ORF_1	2738	+	2	839	2620	1782	1.0305	0.296180507919179	2.22044604925031e-16
STRG.13198.3_ORF_2	2738	+	3	576	755	180	0.4673	-0.168619082937105	2.22044604925031e-16
STRG.13198.3_ORF_3	2738	-	1	1403	1251	153	0.4819	-0.124267700141902	2.22044604925031e-16
STRG.13198.3_ORF_4	2738	-	2	2356	2204	153	1.177	0.174427438587084	2.22044604925031e-16
STRG.13198.3_ORF_5	2738	-	1	299	153	147	0.8255	-0.141711512525271	2.22044604925031e-16
STRG.12853.2_ORF_1	864	+	1	460	705	246	1.2605	0.283112371495935	2.22044604925031e-16
STRG.12853.2_ORF_2	864	+	3	117	287	171	0.5741	-0.19528554223148	2.22044604925031e-16
STRG.12853.2_ORF_3	864	-	1	360	232	129	0.4917	-0.192835785908699	2.22044604925031e-16
STRG.12853.2_ORF_4	864	+	3	561	683	123	1.2297	-0.138008328802284	2.22044604925031e-16
STRG.12853.2_ORF_5	864	-	3	562	458	105	1.1451	-0.0798737151990425	2.22044604925031e-16
STRG.12855.1_ORF_1	1728	+	1	1	1644	1644	1.0188	0.354791709280788	0.999991474758269
STRG.12855.1_ORF_2	1728	-	1	279	28	252	0.7886	0.015723000153709	2.22044604925031e-16
STRG.12855.1_ORF_3	1728	-	3	799	644	156	0.8148	0.00772538988495347	2.22044604925031e-16
STRG.12855.1_ORF_4	1728	-	2	956	837	120	1.0794	-0.110595606497277	2.22044604925031e-16
STRG.12855.1_ORF_5	1728	-	1	1224	1114	111	1.065	-0.143527446368905	2.22044604925031e-16
STRG.12867.3_ORF_1	2406	+	3	171	2213	2043	0.9471	0.299118719921211	1.00426624983875e-08
STRG.12867.3_ORF_2	2406	+	1	1735	2016	282	0.9634	0.0595615226170347	2.22044604925031e-16
STRG.12867.3_ORF_3	2406	-	1	444	223	222	0.5093	0.153758036512959	2.22044604925031e-16
STRG.12867.3_ORF_4	2406	+	1	1306	1482	177	1.1446	-0.0389931777473297	2.22044604925031e-16
STRG.12867.3_ORF_5	2406	-	3	508	344	165	0.9079	0.250831942344013	2.22044604925031e-16
STRG.12850.2_ORF_1	523	+	1	1	324	324	1.2556	0.542951389782053	2.77995071834991e-08
STRG.12850.2_ORF_2	523	+	2	86	241	156	1.1765	-0.310742799895944	2.22044604925031e-16
STRG.12850.2_ORF_3	523	-	3	266	171	96	1.2329	-0.165278161080125	2.22044604925031e-16
STRG.12932.1_ORF_1	397	+	3	51	305	255	1.0597	0.629302663188025	2.14357381670715e-05
STRG.12932.1_ORF_2	397	+	1	82	330	249	1.0618	-0.0128031774988512	9.33463030199073e-08
STRG.12936.1_ORF_1	391	+	1	88	390	303	1.1282	-0.0175416700920861	0.000317927210914313
STRG.12936.1_ORF_2	391	+	3	57	311	255	1.0795	0.661303760208842	5.78092880778325e-05
STRG.13296.2_ORF_1	1652	+	2	131	1498	1368	0.9043	0.347731334448812	5.60282020730888e-08
STRG.13296.2_ORF_2	1652	+	3	414	638	225	0.9726	0.0193739637730511	2.22044604925031e-16
STRG.13296.2_ORF_3	1652	-	2	1444	1322	123	0.9239	-0.0907514345997518	2.22044604925031e-16
STRG.13296.2_ORF_4	1652	-	2	1303	1190	114	0.9406	-0.075699828109583	2.22044604925031e-16
STRG.13296.2_ORF_5	1652	+	3	282	389	108	1.1587	0.159248182916964	2.22044604925031e-16
STRG.13325.4_ORF_1	4798	+	1	13	3660	3648	1.0292	0.413058378923392	2.22044604925031e-16
STRG.13325.4_ORF_2	4798	+	2	3689	4561	873	0.8931	0.355110443779648	2.22044604925031e-16
STRG.13325.4_ORF_3	4798	+	2	845	1444	600	1.2297	0.186265219760467	2.22044604925031e-16
STRG.13325.4_ORF_4	4798	+	2	2663	3115	453	1.1798	0.19840420224496	2.22044604925031e-16
STRG.13325.4_ORF_5	4798	+	2	2126	2569	444	1.2096	0.221577650793559	2.22044604925031e-16
STRG.13325.3_ORF_1	4024	+	1	13	3786	3774	0.9534	0.41634466239267	0.999999983695531
STRG.13325.3_ORF_2	4024	+	2	845	1444	600	1.2297	0.186265219760467	2.22044604925031e-16
STRG.13325.3_ORF_3	4024	+	2	2126	2569	444	1.2096	0.221577650793559	2.22044604925031e-16
STRG.13325.3_ORF_4	4024	-	1	2821	2471	351	1.1136	0.0299183038370978	2.22044604925031e-16
STRG.13325.3_ORF_5	4024	-	2	1026	700	327	1.1003	-0.10146733127558	2.22044604925031e-16
STRG.13267.2_ORF_1	1043	+	2	476	835	360	1.004	0.215062393221866	2.22044604925031e-16
STRG.13267.2_ORF_2	1043	+	3	459	599	141	0.9835	-0.108834501559113	2.22044604925031e-16
STRG.13267.2_ORF_3	1043	-	1	299	165	135	0.4031	-0.217857517933376	2.22044604925031e-16
STRG.13267.2_ORF_4	1043	-	3	909	823	87	0.5392	-0.201663463750133	2.22044604925031e-16
STRG.13267.2_ORF_5	1043	+	2	206	283	78	0.4757	-0.476682785687884	2.22044604925031e-16
STRG.13403.1_ORF_1	2724	+	3	66	2195	2130	0.96	0.319990258352906	2.22044604925031e-16
STRG.13403.1_ORF_2	2724	+	1	922	1284	363	1.1961	0.135475500483477	2.22044604925031e-16
STRG.13403.1_ORF_3	2724	-	1	1551	1237	315	1.0711	0.190221689229655	2.22044604925031e-16
STRG.13403.1_ORF_4	2724	+	1	1897	2136	240	0.9404	0.101701813948519	2.22044604925031e-16
STRG.13403.1_ORF_5	2724	-	3	2056	1859	198	1.1154	0.117529519102818	2.22044604925031e-16
STRG.13541.1_ORF_1	1182	+	2	131	1006	876	0.9409	0.146734557055234	1.9841381930232e-12
STRG.13541.1_ORF_2	1182	+	3	252	557	306	1.0584	0.0626859219483903	2.22044604925031e-16
STRG.13541.1_ORF_3	1182	-	1	783	523	261	1.1742	-0.0124609299738797	2.22044604925031e-16
STRG.13541.1_ORF_4	1182	-	1	237	13	225	0.4568	-0.0256852709178476	2.22044604925031e-16
STRG.13541.1_ORF_5	1182	+	3	945	1064	120	0.8988	0.0644075993913988	2.22044604925031e-16
STRG.13568.1_ORF_1	2212	+	1	175	1593	1419	0.932	0.301472726828228	2.22044604925031e-16
